"","Kingdom","Phylum","Class","Order","Family","Genus","Species","barcode01","barcode02"
"KM205492.1.1450","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured soil bacterium",11,10
"KM200409.1.1479","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",11,25
"KJ192099.1.1513","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured Planctomycetaceae bacterium","",11,5
"KC554899.1.1476","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium",11,8
"JX186577.1.1486","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",11,4
"JX079209.1.1450","Bacteria","Chloroflexi","TK10","uncultured bacterium","","","",11,2
"JWHM01000049.80.1598","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Burkholderia sp. MR1",11,7
"JQ798465.1.1474","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","uncultured bacterium",11,5
"JQ769517.1.1486","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",11,4
"HQ119239.1.1474","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",11,6
"HM748691.1.1373","Bacteria","Chloroflexi","TK10","bacterium Ellin6543","","","",11,0
"FJ478907.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",11,15
"FJ478493.1.1448","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",11,20
"FCNV02000034.160.1687","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Caballeronia concitans",11,6
"EU881251.1.1522","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",11,12
"EU335298.1.1525","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",11,4
"EU043754.1.1341","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473","uncultured bacterium",11,6
"EF516780.1.1446","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",11,6
"EF516438.1.1416","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",11,6
"DQ450737.1.1366","Bacteria","Chloroflexi","AD3","uncultured Chloroflexi bacterium","","","",11,5
"LN573502.1.1346","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured bacterium",10,9
"KY984288.1.1461","Bacteria","WPS-2","uncultured bacterium","","","","",10,7
"KX239046.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",10,25
"KJ191827.1.1479","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Acidobacteria bacterium",10,6
"KC172200.1.1510","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",10,4
"JX505324.1.1476","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured Anaeromyxobacter sp.",10,4
"JX505139.1.1425","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",10,2
"JX505026.1.1469","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured Conexibacteraceae bacterium",10,3
"JQNN01000001.5084326.5085834","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia sp. 9096",10,3
"JQ798399.1.1473","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",10,5
"JN178903.1.1460","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",10,4
"JN023301.1.1463","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",10,14
"HQ445783.1.1520","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",10,7
"HQ445671.1.1520","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",10,8
"HQ119075.1.1486","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","uncultured bacterium",10,6
"HM831909.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",10,8
"HM641907.1.1524","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Burkholderia sp. MR1",10,7
"HM263196.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",10,3
"HM062355.1.1439","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",10,1
"FPLS01047097.8.1502","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","metagenome",10,3
"FJ715985.1.1515","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured bacterium",10,7
"EU669642.1.1503","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",10,3
"EF516298.1.1436","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32","uncultured bacterium",10,3
"DQ451448.1.1458","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",10,2
"CP010951.2502466.2504008","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter","Ramlibacter tataouinensis",10,22
"AY425763.1.1400","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",10,8
"AJ863369.1.1514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",10,9
"LN560504.1.1335","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",9,12
"LC028794.1.1546","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured bacterium",9,7
"KY992694.1.1474","Bacteria","WPS-2","uncultured bacterium","","","","",9,7
"KY992693.1.1458","Bacteria","Chloroflexi","TK10","uncultured beta proteobacterium","","","",9,1
"KY992656.1.1454","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32","uncultured Thermosporothrix sp.",9,2
"KY984291.1.1461","Bacteria","WPS-2","uncultured bacterium","","","","",9,7
"KY984271.1.1504","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured Ktedonobacterales bacterium",9,9
"KX823844.1.1490","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",9,24
"KT759366.1.1469","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured Conexibacteraceae bacterium",9,5
"KM200467.1.1496","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",9,15
"KM200399.1.1467","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured bacterium","",9,6
"KJ191774.1.1463","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured Acidobacteria bacterium",9,8
"JX098610.1.1325","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",9,3
"JQNN01000001.4038387.4039895","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia sp. 9096",9,5
"JQ861388.1.1502","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",9,16
"JQ617901.1.1492","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Burkholderia sp. XWS-7",9,5
"JN023999.1.1476","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",9,5
"JF833892.1.1478","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",9,3
"JF833869.1.1500","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured Gemmata sp.",9,8
"JF429044.1.1459","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",9,6
"JF145738.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",9,3
"HQ622736.1.1513","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured delta proteobacterium",9,5
"HQ118969.1.1521","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",9,4
"HM366520.1.1491","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter","uncultured bacterium",9,22
"HM270180.1.1366","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","uncultured bacterium",9,4
"HE604055.1.1478","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",9,7
"GQ402824.1.1453","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",9,3
"GQ402800.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",9,11
"FR749816.1.1476","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",9,3
"FPLS01046491.16.1520","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","metagenome",9,4
"FJ479223.1.1513","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",9,1
"FJ466080.1.1463","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",9,0
"EU881276.1.1506","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",9,1
"EF516111.1.1474","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","uncultured bacterium",9,7
"EF494332.1.1517","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",9,5
"DQ451497.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus","uncultured bacterium",9,8
"AY234442.1.1454","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","bacterium Ellin5025",9,3
"AJ292682.1.1476","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera","uncultured eubacterium WD287",9,2
"AB821159.1.1455","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",9,6
"AB821122.1.1385","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",9,23
"LN833497.1.1483","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured Blastococcus sp.",8,1
"LN573504.1.1349","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",8,11
"KY992661.1.1453","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Ktedonobacterales bacterium",8,0
"KY992655.1.1453","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32","uncultured Thermosporothrix sp.",8,3
"KY984292.1.1464","Bacteria","WPS-2","uncultured bacterium","","","","",8,5
"KX753045.1.1475","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium",8,4
"KX239211.1.1480","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","uncultured bacterium",8,6
"KT122375.1.1467","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured Acidobacteria bacterium","",8,17
"KM200429.1.1516","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured planctomycete",8,5
"KM200408.1.1454","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured","uncultured bacterium",8,6
"KM200377.1.1486","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium",8,11
"KF956789.1.1447","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured Gemmatimonadaceae bacterium",8,2
"KC172329.1.1449","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured","uncultured Alphaproteobacteria bacterium",8,4
"KC172208.1.1498","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","uncultured beta proteobacterium",8,16
"JX898159.1.1551","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","uncultured bacterium","","",8,6
"JX505403.1.1411","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured Hyphomicrobiaceae bacterium",8,3
"JX133648.1.1495","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,7
"JX133606.1.1459","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",8,2
"JX098670.1.1315","Bacteria","Chloroflexi","Ktedonobacteria","B12-WMSP1","uncultured bacterium","","",8,3
"JX098496.1.1325","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",8,3
"JQNN01000001.1896391.1897899","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Massilia sp. 9096",8,6
"JQ861362.1.1460","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured beta proteobacterium",8,7
"JQ815838.1.1488","Bacteria","Actinobacteriota","Acidimicrobiia","uncultured","uncultured bacterium","","",8,10
"JF833762.1.1421","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",8,21
"JF737898.1.1465","Bacteria","WPS-2","uncultured bacterium","","","","",8,4
"JF429129.1.1473","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",8,4
"JF429030.1.1487","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","",8,2
"JF188917.1.1370","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,5
"HQ674909.1.1495","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured Singulisphaera sp.",8,7
"HQ119678.1.1487","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","uncultured","uncultured bacterium",8,3
"HQ119085.1.1521","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,5
"HM595378.1.1500","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,4
"HM062444.1.1436","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","uncultured","uncultured Acidobacteria bacterium",8,8
"HM062282.1.1419","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured Acidobacteria bacterium",8,2
"HE604091.1.1488","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","uncultured bacterium","","",8,6
"GU727728.1.1459","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured soil bacterium","",8,6
"GU359076.1.1460","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",8,8
"GU172188.1.1484","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",8,5
"GU113047.1.1513","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,3
"GQ402666.1.1399","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","uncultured","uncultured bacterium",8,7
"GQ402630.1.1424","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",8,6
"FR687486.1.1485","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","uncultured bacterium",8,7
"FPLS01016962.1.1395","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","metagenome",8,9
"FJ592904.1.1392","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured bacterium","",8,1
"EU881120.1.1502","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","uncultured bacterium",8,14
"EU466702.1.1414","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","uncultured bacterium",8,4
"EU335330.1.1487","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","uncultured","uncultured bacterium","",8,14
"EU335272.1.1472","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured bacterium","",8,6
"EF516763.1.1421","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","uncultured bacterium",8,5
"EF516654.1.1448","Bacteria","Chloroflexi","AD3","uncultured bacterium","","","",8,40
"EF516317.1.1462","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","uncultured bacterium",8,8
"DQ451512.1.1478","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured bacterium","",8,5
"DQ347892.1.1437","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","uncultured bacterium",8,1
"DQ129211.1.1373","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","uncultured soil bacterium","",8,5
